번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"265","005610","SPC삼립","KOSPI","2024","12","음식료·담배","2.63",,"5000","1800","3.6","16.868","8629009","14589401400"
"266","011810","STX","KOSPI","2024","12","유통","2.73",,"2500",,,,"31017927",
"267","465770","STX그린로지스","KOSPI","2024","12","운송·창고","2.53",,"2500",,,,"7171032",
"268","077970","STX엔진","KOSPI","2024","12","기계·장비","1.55",,"2500",,,,"23008904",
"269","002820","SUN&L","KOSPI","2024","12","종이·목재","2.88",,"1000",,,,"12607989",
"270","289080","SV인베스트먼트","KOSDAQ","2024","03","금융","0.34",,"500","20","0.92","24.847","53234000","1064680000"
"271","002710","TCC스틸","KOSPI","2024","12","금속","2.46",,"1000","100","0.35","12.962","26213697","2621369700"
"272","013720","THE CUBE&","KOSDAQ","2024","12","운송장비·부품","1.48",,"1000",,,,"44628136",
"273","089230","THE E&M","KOSDAQ","2024","12","IT 서비스","0.72",,"1000",,,,"21882953",
"274","032540","TJ미디어","KOSDAQ","2024","12","전기·전자","0.51",,"500","320","6.6","95.956","13931609","4458114880"
"275","007980","TP","KOSPI","2024","12","섬유·의류","2.68",,"500","50","3.4","10.765","51175130","2406413450"
"276","048770","TPC","KOSDAQ","2024","12","기계·장비","0.68",,"500","10","0.5","-3.275","15697991","156979910"
"277","246690","TS인베스트먼트","KOSDAQ","2024","12","금융","0.71",,"500","10","1.05","-16.851","41477862","407963200"
"278","317240","TS트릴리온","KOSDAQ","2024","12","화학","0.6",,"100",,,,"107240922",
"279","002900","TYM","KOSPI","2024","12","기계·장비","1.55",,"2500","110","2","25.538","45050956","4650220810"
"280","024070","WISCOM","KOSPI","2024","12","화학","1.64",,"500","50","2.2","-3.204","15326438","766321900"
"281","057030","YBM넷","KOSDAQ","2024","12","일반서비스","0.48",,"500","100","2.3","50.99","16312697","1618434700"
"282","037270","YG PLUS","KOSPI","2024","12","IT 서비스",,,"500",,,,"63429410",
"283","040300","YTN","KOSDAQ","2024","12","오락·문화","0.7",,"1000",,,,"42000000",
"284","051390","YW","KOSDAQ","2024","12","유통","0.93",,"500","200","5.34","37.632","11355368","1606142400"
"285","052220","iMBC","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"23000000",
"286","139130","iM금융지주","KOSPI","2024","12","기타금융",,,"5000","500","5.4","41.018","169145833","82676516000"
"287","079940","가비아","KOSDAQ","2024","12","IT 서비스","0.72",,"500","80","0.5","3.627","13535684","1037028320"
"288","078890","가온그룹","KOSDAQ","2024","12","전기·전자","0.51","0.02","500",,,,"17533904",
"289","000500","가온전선","KOSPI","2024","12","전기·전자","1.59",,"5000",,,,"9858379",
"290","399720","가온칩스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"11597320",
"291","296520","가이아코퍼레이션","KONEX","2024","12","-",,,"500",,,,"4667008",
"292","036620","감성코퍼레이션","KOSDAQ","2024","12","유통","0.93",,"500",,,,"91484336",
"293","000860","강남제비스코","KOSPI","2024","12","화학","1.64",,"1000","500","1.9","17.933","6500000","3250000000"
"294","198440","강동씨앤엘","KOSDAQ","2024","12","비금속","1.89",,"100",,,,"60931896",
"295","217730","강스템바이오텍","KOSDAQ","2024","12","제약","0.43",,"500",,,,"56054149",
"296","035250","강원랜드","KOSPI","2024","12","오락·문화",,,"500","1170","7.3","51.319","213940500","234474650280"
"297","114190","강원에너지","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"26123038",
"298","094480","갤럭시아머니트리","KOSDAQ","2024","12","IT 서비스","0.72",,"500","45","0.6","316.938","39229838","1765342710"
"299","011420","갤럭시아에스엠","KOSPI","2024","12","오락·문화",,,"500",,,,"27549644",
"300","039240","경남스틸","KOSDAQ","2024","12","금속","1.34",,"100","120","2.4","43.434","26979604","3237552480"
"301","053950","경남제약","KOSDAQ","2024","12","제약","0.43",,"100",,,,"78147358",
"302","002100","경농","KOSPI","2024","12","화학","1.64",,"500","450","4.8","45.324","19522575","8039092500"
"303","009450","경동나비엔","KOSPI","2024","12","전기·전자","1.59",,"1000","650","0.75","7.555","14568592","9394405800"
"304","267290","경동도시가스","KOSPI","2024","12","전기·가스","0.35",,"2500","875","4.8","17.997","5895406","5154123625"
"305","012320","경동인베스트","KOSPI","2024","12","기타금융",,,"5000","750","1.2","7.434","2365023","1635264000"
"306","011040","경동제약","KOSDAQ","2024","12","제약","0.43",,"500","300","4.8","148.358","30768766","8082531000"
"307","000050","경방","KOSPI","2024","12","유통","2.73",,"500","150","2.39","15.84","27415270","3737290500"
"308","214390","경보제약","KOSPI","2024","12","제약","0.21",,"500","50","0.7","25.767","23906860","1195343000"
"309","012610","경인양행","KOSPI","2024","12","화학","1.64",,"500","50","1.7","12.679","41616365","2060114150"
"310","009140","경인전자","KOSPI","2024","12","전기·전자","1.59",,"5000","350","1.7","17.808","1570797","455887950"
"311","024910","경창산업","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","20","1","20.797","35819005","711677600"
"312","013580","계룡건설산업","KOSPI","2024","12","건설","2.23",,"5000","400","3.04","6.499","8930907","3543118800"
"313","012200","계양전기","KOSPI","2024","12","기계·장비","1.55",,"500",,,,"27222829",
"314","002140","고려산업","KOSPI","2024","12","음식료·담배","2.63",,"1000","30","1.1","19.012","24939425","740142600"
"315","049720","고려신용정보","KOSDAQ","2024","12","일반서비스","0.48",,"500","450","4.4","47.341","14300000","6266527200"
"316","010130","고려아연","KOSPI","2024","12","금속","2.46",,"5000","17500","1.6","175.458","20703283","341760467500"
"317","002240","고려제강","KOSPI","2024","12","금속","2.46",,"1000","350","1.8","25.967","25000000","8745787050"
"318","014570","고려제약","KOSDAQ","2024","12","제약","0.43",,"500","160","3.4","57.774","11000000","1730341760"
"319","348150","고바이오랩","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"19373850",
"320","950190","고스트스튜디오","KOSDAQ","2024","12","IT 서비스","0.72",,"무액면","477","5.23","75.51","13579892","6210712500"
"321","098460","고영","KOSDAQ","2024","12","기계·장비","0.68",,"100","140","0.7","43.989","68654755","9237228000"
"322","035290","골드앤에스","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"47676480",
"323","215000","골프존","KOSDAQ","2024","12","IT 서비스","0.72",,"500","4000","5.6","57.133","6275415","24020400000"
"324","121440","골프존홀딩스","KOSDAQ","2024","12","유통","0.93",,"500","250","6.9","23.212","42836818","10129810500"
"325","366030","공구우먼","KOSDAQ","2024","12","섬유·의류","1.74",,"100","90","2.4","26.554","22653850","2038846500"
"326","009290","광동제약","KOSPI","2024","12","제약","0.21",,"1000","100","1.8","9.387","52420851","3928061200"
"327","086220","광동헬스바이오","KONEX","2024","12","-",,,"500",,,,"10573865",
"328","014200","광림","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"3023556",
"329","017040","광명전기","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"43337615",
"330","029480","광무","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"55009083",
"331","017900","광전자","KOSPI","2024","12","전기·전자","1.59",,"500","50","2.89","23.712","57943763","2518188150"
"332","037710","광주신세계","KOSPI","2024","12","유통","2.73",,"1000","2200","7.59","36.339","7957190","16779778400"
"333","026910","광진실업","KOSDAQ","2024","12","금속","1.34",,"500",,,,"6405405",
"334","456490","교보14호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4200000",
"335","465320","교보15호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"3810000",
"336","482520","교보16호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"6100000",
"337","489210","교보17호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"5180000",
"338","030610","교보증권","KOSPI","2024","12","증권","3.56",,"5000","500","9.3","6.935","113962961","8160464500"
"339","339770","교촌에프앤비","KOSPI","2024","12","유통","2.73",,"500","200","3.5","784.574","24982540","6535505200"
"340","053270","구영테크","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","60","2.9","8.591","27410405","1565016960"
"341","007690","국도화학","KOSPI","2024","12","화학","1.64",,"5000","600","1.8","55.97","9010616","5004320400"
"342","001140","국보","KOSPI","2024","12","운송·창고","2.53",,"500",,,,"15856388",
"343","066620","국보디자인","KOSDAQ","2024","12","건설","1.82",,"500","500","2.8","8.115","7500000","3304782000"
"344","043650","국순당","KOSDAQ","2024","12","음식료·담배","1.95",,"500","70","1.49","81.678","17858304","1101832620"
"345","006050","국영지앤엠","KOSDAQ","2024","12","비금속","1.89",,"500","10","0.5","13.138","34895243","338952430"
"346","060480","국일신동","KOSDAQ","2024","12","금속","1.34",,"500",,,,"11090000",
"347","078130","국일제지","KOSDAQ","2024","12","종이·목재","0.97",,"100",,,,"1127405871",
"348","307750","국전약품","KOSDAQ","2024","12","제약","0.43",,"100","10","0.2","91.207","49069269","490691520"
"349","002720","국제약품","KOSPI","2024","12","제약","0.21",,"1000","30","0.6","11.734","21159832","610875060"
"350","035080","그래디언트","KOSDAQ","2024","12","유통","0.93",,"2500","200","1.64","-9.886","13676598","2566008000"
"351","453450","그리드위즈","KOSDAQ","2024","12","일반서비스","0.48",,"200",,,,"7942750",
"352","204020","그리티","KOSDAQ","2024","12","섬유·의류","1.74",,"500","110","3.7","22.049","20147430","2136345420"
"353","402490","그린리소스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"8265944",
"354","114450","그린생명과학","KOSDAQ","2024","12","제약","0.43",,"500",,,,"20000000",
"355","083420","그린케미칼","KOSPI","2024","12","화학","1.64",,"500","240","3.4","68.322","24000000","5598317760"
"356","186230","그린플러스","KOSDAQ","2024","12","금속","1.34",,"500",,,,"10820188",
"357","014530","극동유화","KOSPI","2024","12","화학","1.64",,"500","200","5.48","69.839","34869420","6733884000"
"358","900070","글로벌에스엠","KOSDAQ","2024","12","금융","0.71",,"0.5",,,,"53743968",
"359","204620","글로벌텍스프리","KOSDAQ","2024","12","금융","0.71",,"500",,,,"61116035",
"360","019660","글로본","KOSDAQ","2024","12","유통","0.93",,"500",,,,"34790746",
"361","014280","금강공업","KOSPI","2024","12","금속","2.46",,"1000","120","2.9","19.599","29329357","3301246790"
"362","053260","금강철강","KOSDAQ","2024","12","금속","1.34",,"500","150","3.8","34.388","18720000","2365919400"
"363","008870","금비","KOSPI","2024","09","비금속","4.34",,"5000","1500","2.46","20.565","1000000","1227750000"
"364","001570","금양","KOSPI","2024","12","화학","1.64",,"500",,,,"63967196",
"365","282720","금양그린파워","KOSDAQ","2024","12","건설","1.82",,"500",,,,"12119500",
"366","002990","금호건설","KOSPI","2024","12","건설","2.23",,"5000",,,,"36953595",
"367","011780","금호석유화학","KOSPI","2024","12","화학","1.64",,"5000","2200","2.4","16.442","27334587","57316500100"
"368","214330","금호에이치티","KOSPI","2024","12","운송장비·부품","2.7",,"500",,,,"213914131",
"369","001210","금호전기","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"56089833",
"370","073240","금호타이어","KOSPI","2024","12","화학","1.64",,"5000",,,,"287260287",
"371","036190","금화피에스시","KOSDAQ","2024","12","건설","1.82",,"500","1400","5.5","20.65","6000000","8268106000"
"372","049080","기가레인","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"84883347",
"373","420770","기가비스","KOSDAQ","2024","12","기계·장비","0.68",,"200","800","3.1","297.204","12675758","10140606400"
"374","035460","기산텔레콤","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"14577340",
"375","092440","기신정기","KOSPI","2024","03","기계·장비","1.01",,"500","120","3.8","204.315","29200000","3504000000"
"376","000270","기아","KOSPI","2024","12","운송장비·부품","2.7",,"5000","6500","6.4","26.179","397672632","2559044000000"
"377","024110","기업은행","KOSPI","2024","12","은행",,,"5000","1065","6.9","31.995","797425869","849258548350"
"378","456700","길교이앤씨","KONEX","2024","12","-",,,"500",,,,"900000",
"379","013700","까뮤이앤씨","KOSPI","2024","12","건설","2.23",,"500","20","1.5","-5.118","59750830","1122023850"
"380","004540","깨끗한나라","KOSPI","2024","12","종이·목재","2.88",,"1000",,,,"37240693",
"381","407400","꿈비","KOSDAQ","2024","12","기타제조","1.86",,"100",,,,"12259474",
"382","187790","나노","KOSDAQ","2024","12","화학","0.6",,"500",,,,"30840830",
"383","121600","나노신소재","KOSDAQ","2024","12","화학","0.6",,"500","250","0.4","-161.425","12196078","2991196720"
"384","286750","나노실리칸첨단소재","KOSDAQ","2024","12","화학","0.6",,"500",,,,"21513559",
"385","247660","나노씨엠에스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"4343920",
"386","039860","나노엔텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"32110082",
"387","091970","나노캠텍","KOSDAQ","2024","12","화학","0.6",,"500",,,,"37417493",
"388","417010","나노팀","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"19724328",
"389","244880","나눔테크","KONEX","2024","12","-",,,"500","100","5.69","16.562","5020000","502000000"
"390","405920","나라셀라","KOSDAQ","2024","12","유통","0.93",,"5000",,,,"12878076",
"391","288490","나라소프트","KONEX","2024","12","-",,,"100",,,,"17471577",
"392","051490","나라엠앤디","KOSDAQ","2024","12","기계·장비","0.68",,"500","90","2.4","59.582","14200000","1188661950"
"393","137080","나래나노텍","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"11059422",
"394","190510","나무가","KOSDAQ","2024","12","전기·전자","0.51",,"500","650","4.9","36.571","16264384","9550775650"
"395","242040","나무기술","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"34606264",
"396","293580","나우IB","KOSDAQ","2024","12","금융","0.71",,"500","20","1.6","23.889","94929950","1894599000"
"397","459510","나우로보틱스","KOSDAQ","2024","12","-",,,,,,,,
"398","257990","나우코스","KONEX","2024","12","-",,,"500",,,,"5891392",
"399","138610","나이벡","KOSDAQ","2024","12","제약","0.43",,"500",,,,"10893117",
"400","130580","나이스디앤비","KOSDAQ","2024","12","일반서비스","0.48",,"500","205","4.4","23.106","15400000","3157000000"
"401","036800","나이스정보통신","KOSDAQ","2024","12","통신","1.69",,"500","810","4.7","18.793","10000000","7076119500"
"402","267320","나인테크","KOSDAQ","2024","12","기계·장비","0.68",,"100",,,,"43664104",
"403","001260","남광토건","KOSPI","2024","12","건설","2.23",,"5000",,,,"9832572",
"404","008350","남선알미늄","KOSPI","2024","12","금속","2.46",,"500",,,,"129079090",
"405","004270","남성","KOSPI","2024","12","유통","2.73",,"500",,,,"36212160",
"406","003920","남양유업","KOSPI","2024","12","음식료·담배","2.63",,"500","100","0.2","334.274","6797310","835685500"
"407","025860","남해화학","KOSPI","2024","12","화학","1.64",,"1000","80","0.95","17.823","49678843","3835895600"
"408","111710","남화산업","KOSDAQ","2024","12","오락·문화","0.7",,"200","200","3.7","37.662","20588000","4117600000"
"409","091590","남화토건","KOSDAQ","2024","12","건설","1.82",,"500","100","2.34","15.486","11740000","1174000000"
"410","168330","내츄럴엔도텍","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"31754900",
"411","094860","네오리진","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"21399569",
"412","253590","네오셈","KOSDAQ","2024","12","기계·장비","0.68",,"100","60","0.66","13.271","43869164","2549943720"
"413","212560","네오오토","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","200","2.7","8.89","7874963","1574911400"
"414","095660","네오위즈","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"21856816",
"415","042420","네오위즈홀딩스","KOSDAQ","2024","12","IT 서비스","0.72",,"500","313","1.7","-10.207","8856866","1997801689"
"416","950220","네오이뮨텍","KOSDAQ","2024","12","일반서비스","0.48",,"0",,,,"98867465",
